SampleTimeFine,dq_W,dq_X,dq_Y,dq_Z,dv[1],dv[2],dv[3]
611701,1.0000,0.0007,0.0004,0.0000,0.0000,-0.0057,0.3289
612035,1.0000,0.0007,0.0004,0.0000,-0.0004,-0.0053,0.3286
612368,1.0000,0.0007,0.0004,0.0000,-0.0001,-0.0054,0.3295
612701,1.0000,0.0007,0.0004,0.0000,0.0005,-0.0050,0.3290
613035,1.0000,0.0008,0.0004,0.0000,-0.0002,-0.0051,0.3288
613368,1.0000,0.0008,0.0004,0.0000,-0.0002,-0.0051,0.3289
613701,1.0000,0.0007,0.0003,0.0000,0.0002,-0.0052,0.3283
614035,1.0000,0.0007,0.0004,0.0000,-0.0001,-0.0057,0.3289
614368,1.0000,0.0007,0.0004,0.0000,-0.0005,-0.0054,0.3282
614701,1.0000,0.0007,0.0003,0.0000,0.0002,-0.0052,0.3292
615035,1.0000,0.0007,0.0003,0.0000,-0.0009,-0.0050,0.3289
615368,1.0000,0.0007,0.0003,0.0000,0.0005,-0.0056,0.3287
615701,1.0000,0.0007,0.0003,0.0000,0.0001,-0.0057,0.3285
616035,1.0000,0.0007,0.0003,0.0000,-0.0002,-0.0058,0.3287
616368,1.0000,0.0007,0.0004,0.0000,-0.0000,-0.0049,0.3291
616701,1.0000,0.0007,0.0004,0.0000,0.0001,-0.0050,0.3290
617035,1.0000,0.0007,0.0004,0.0000,-0.0003,-0.0055,0.3287
617368,1.0000,0.0007,0.0004,0.0000,-0.0007,-0.0049,0.3294
617701,1.0000,0.0007,0.0003,0.0000,0.0009,-0.0059,0.3287
618035,1.0000,0.0007,0.0003,0.0000,-0.0000,-0.0058,0.3284
618368
618702
